2198
5.7	172065	-3.41053e+06
5.71	176434	-3.39039e+06
5.72	180779	-3.36981e+06
5.73	185102	-3.34879e+06
5.74	189400	-3.32734e+06
5.75	193673	-3.30544e+06
5.76	197921	-3.28312e+06
5.77	202143	-3.26036e+06
5.78	206339	-3.23718e+06
5.79	210507	-3.21357e+06
5.8	214648	-3.18955e+06
5.81	218761	-3.16511e+06
5.82	222846	-3.14025e+06
5.83	226901	-3.11498e+06
5.84	230927	-3.08931e+06
5.85	234922	-3.06323e+06
5.86	238887	-3.03675e+06
5.87	242820	-3.00987e+06
5.88	246722	-2.9826e+06
5.89	250591	-2.95494e+06
5.9	254428	-2.92689e+06
5.91	258231	-2.89846e+06
5.92	262000	-2.86966e+06
5.93	265736	-2.84047e+06
5.94	269436	-2.81091e+06
5.95	273102	-2.78099e+06
5.96	276731	-2.7507e+06
5.97	280324	-2.72006e+06
5.98	283881	-2.68905e+06
5.99	287401	-2.6577e+06
6	290883	-2.626e+06
6.01	294327	-2.59395e+06
6.02	297732	-2.56157e+06
6.03	301098	-2.52885e+06
6.04	304426	-2.4958e+06
6.05	307713	-2.46242e+06
6.06	310960	-2.42872e+06
6.07	314166	-2.3947e+06
6.08	317332	-2.36037e+06
6.09	320455	-2.32573e+06
6.1	323537	-2.29079e+06
6.11	326577	-2.25555e+06
6.12	329573	-2.22001e+06
6.13	332527	-2.18418e+06
6.14	335437	-2.14807e+06
6.15	338304	-2.11167e+06
6.16	341126	-2.075e+06
6.17	343903	-2.03806e+06
6.18	346636	-2.00085e+06
6.19	349323	-1.96338e+06
6.2	351964	-1.92565e+06
6.21	354560	-1.88767e+06
6.22	357109	-1.84945e+06
6.23	359611	-1.81098e+06
6.24	362067	-1.77228e+06
6.25	364474	-1.73334e+06
6.26	366835	-1.69417e+06
6.27	369147	-1.65479e+06
6.28	371411	-1.61519e+06
6.29	373626	-1.57538e+06
6.3	375793	-1.53536e+06
6.31	377910	-1.49514e+06
6.32	379978	-1.45472e+06
6.33	381997	-1.41412e+06
6.34	383965	-1.37333e+06
6.35	385883	-1.33236e+06
6.36	387751	-1.29121e+06
6.37	389568	-1.2499e+06
6.38	391334	-1.20842e+06
6.39	393048	-1.16679e+06
6.4	394712	-1.125e+06
6.41	396323	-1.08307e+06
6.42	397883	-1.04099e+06
6.43	399391	-998777
6.44	400847	-956434
6.45	402250	-913965
6.46	403601	-871378
6.47	404898	-828676
6.48	406143	-785866
6.49	407335	-742954
6.5	408473	-699944
6.51	409558	-656842
6.52	410590	-613655
6.53	411567	-570387
6.54	412491	-527045
6.55	413361	-483634
6.56	414177	-440159
6.57	414939	-396627
6.58	415646	-353043
6.59	416299	-309413
6.6	416898	-265742
6.61	417442	-222037
6.62	417932	-178303
6.63	418366	-134545
6.64	418746	-90769.8
6.65	419072	-46982.6
6.66	419342	-3189.33
6.67	419558	40604.4
6.68	419719	84392.8
6.69	419825	128170
6.7	419876	171931
6.71	419872	215669
6.72	419813	259379
6.73	419699	303055
6.74	419530	346691
6.75	419307	390282
6.76	419028	433822
6.77	418695	477305
6.78	418307	520726
6.79	417865	564079
6.8	417367	607358
6.81	416815	650557
6.82	416209	693671
6.83	415548	736695
6.84	414833	779622
6.85	414063	822448
6.86	413240	865165
6.87	412362	907770
6.88	411430	950256
6.89	410445	992617
6.9	409406	1.03485e+06
6.91	408313	1.07695e+06
6.92	407167	1.1189e+06
6.93	405968	1.16071e+06
6.94	404715	1.20237e+06
6.95	403410	1.24387e+06
6.96	402052	1.2852e+06
6.97	400641	1.32637e+06
6.98	399178	1.36737e+06
6.99	397663	1.40819e+06
7	396095	1.44882e+06
7.01	394476	1.48926e+06
7.02	392805	1.52951e+06
7.03	391083	1.56956e+06
7.04	389310	1.6094e+06
7.05	387486	1.64904e+06
7.06	385611	1.68845e+06
7.07	383686	1.72765e+06
7.08	381710	1.76662e+06
7.09	379685	1.80536e+06
7.1	377610	1.84386e+06
7.11	375485	1.88212e+06
7.12	373311	1.92014e+06
7.13	371089	1.9579e+06
7.14	368818	1.99541e+06
7.15	366499	2.03266e+06
7.16	364132	2.06964e+06
7.17	361717	2.10635e+06
7.18	359255	2.14279e+06
7.19	356746	2.17894e+06
7.2	354190	2.21481e+06
7.21	351588	2.25039e+06
7.22	348940	2.28568e+06
7.23	346246	2.32066e+06
7.24	343507	2.35535e+06
7.25	340723	2.38972e+06
7.26	337895	2.42378e+06
7.27	335022	2.45753e+06
7.28	332106	2.49096e+06
7.29	329146	2.52405e+06
7.3	326143	2.55682e+06
7.31	323097	2.58926e+06
7.32	320009	2.62135e+06
7.33	316880	2.6531e+06
7.34	313709	2.68451e+06
7.35	310496	2.71556e+06
7.36	307243	2.74626e+06
7.37	303950	2.7766e+06
7.38	300618	2.80658e+06
7.39	297246	2.83619e+06
7.4	293835	2.86543e+06
7.41	290385	2.89429e+06
7.42	286898	2.92278e+06
7.43	283373	2.95088e+06
7.44	279811	2.9786e+06
7.45	276212	3.00592e+06
7.46	272578	3.03286e+06
7.47	268907	3.0594e+06
7.48	265202	3.08553e+06
7.49	261462	3.11127e+06
7.5	257687	3.13659e+06
7.51	253879	3.16151e+06
7.52	250038	3.18601e+06
7.53	246164	3.2101e+06
7.54	242257	3.23377e+06
7.55	238319	3.25701e+06
7.56	234350	3.27983e+06
7.57	230351	3.30222e+06
7.58	226321	3.32417e+06
7.59	222261	3.3457e+06
7.6	218173	3.36678e+06
7.61	214056	3.38742e+06
7.62	209911	3.40763e+06
7.63	205738	3.42738e+06
